deal_id,address,transaction_date,rooms,area_sqm,floor,original_price,original_price_per_sqm,price_index_at_transaction,current_price_index,index_adjustment_factor,adjusted_price,adjusted_price_per_sqm,distance_from_project_km,property_type,deal_nature,neighborhood,gush,parcel,sub_parcel,is_eligible_comparable,exclusion_reason,source,source_url,data_retrieved_at
6055416800,"ז'בוטינסקי 5, תל אביב -יפו",2021-03-31,3.0,72.0,3.0,5100000.0,70833.33333333333,448.5,602.0,1.3422519509476032,6845484.949832777,95076.17985878856,,דירה,דירה בבית קומות,הצפון הישן-החלק הצפוני,6960,51,17,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6058190100,"ז'בוטינסקי 88, תל אביב-יפו",2021-04-27,,3110.0,,4822000.0,1550.4823151125402,452.1,602.0,1.331563813315638,6420800.707808007,2064.5661439897126,,קרקע,קרקע למגורים,הצפון החדש סביבת כיכר המדינה,6213,1490,7,False,"missing_rooms, non_residential_property_type",GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6058806350,"ז'בוטינסקי 88, תל אביב-יפו",2021-04-27,,3110.0,,6131000.0,1971.3826366559485,452.1,602.0,1.331563813315638,8163817.739438176,2625.0217811698317,,קרקע,קרקע למגורים,הצפון החדש סביבת כיכר המדינה,6213,1490,9,False,"missing_rooms, non_residential_property_type",GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6058839400,"ז'בוטינסקי 88, תל אביב-יפו",2021-04-27,,1.0,,6124000.0,6124000.0,452.1,602.0,1.331563813315638,8154496.792744967,8154496.792744967,,קרקע,קרקע למגורים,הצפון החדש סביבת כיכר המדינה,6213,1490,8,False,"missing_rooms, non_residential_property_type",GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6068631350,"ז'בוטינסקי 88, תל אביב-יפו",2021-04-27,,3110.0,,26782000.0,8611.575562700964,452.1,602.0,1.331563813315638,35661942.04821942,11466.862394925858,,קרקע,קרקע למגורים,הצפון החדש סביבת כיכר המדינה,6213,1490,12,False,"missing_rooms, non_residential_property_type",GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6059368550,"ז'בוטינסקי 88, תל אביב-יפו",2021-04-27,,3110.0,,1532000.0,492.60450160771705,452.1,602.0,1.331563813315638,2039955.7619995575,655.934328617221,,קרקע,קרקע למגורים,הצפון החדש סביבת כיכר המדינה,6213,1490,6,False,"missing_rooms, non_residential_property_type",GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6059588950,"ז'בוטינסקי 88, תל אביב-יפו",2021-04-27,,3110.0,,383000.0,123.15112540192926,452.1,602.0,1.331563813315638,509988.9404998894,163.98358215430525,,קרקע,קרקע למגורים,הצפון החדש סביבת כיכר המדינה,6213,1490,3,False,"missing_rooms, non_residential_property_type",GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6060464500,"ז'בוטינסקי 88, תל אביב-יפו",2021-04-27,,3110.0,,1149000.0,369.4533762057878,452.1,602.0,1.331563813315638,1529966.821499668,491.9507464629158,,קרקע,קרקע למגורים,הצפון החדש סביבת כיכר המדינה,6213,1490,5,False,"missing_rooms, non_residential_property_type",GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6058339450,"ז'בוטינסקי 88, תל אביב-יפו",2021-04-27,,3110.0,,13697000.0,4404.180064308682,452.1,602.0,1.331563813315638,18238429.550984293,5864.446800959579,,קרקע,קרקע למגורים,הצפון החדש סביבת כיכר המדינה,6213,1490,10,False,"missing_rooms, non_residential_property_type",GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6058921000,"ז'בוטינסקי 88, תל אביב-יפו",2021-04-27,,3110.0,,510000.0,163.9871382636656,452.1,602.0,1.331563813315638,679097.5447909754,218.35933916108533,,קרקע,קרקע למגורים,הצפון החדש סביבת כיכר המדינה,6213,1490,4,False,"missing_rooms, non_residential_property_type",GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6058474700,"ז'בוטינסקי 88, תל אביב-יפו",2021-04-27,,3110.0,,42250000.0,13585.209003215434,452.1,602.0,1.331563813315638,56258571.11258571,18089.57270501148,,קרקע,קרקע למגורים,הצפון החדש סביבת כיכר המדינה,6213,1490,14,False,"missing_rooms, non_residential_property_type",GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6058850900,"ז'בוטינסקי 88, תל אביב-יפו",2021-04-27,,3110.0,,18395000.0,5914.790996784566,452.1,602.0,1.331563813315638,24494116.34594116,7875.92165464346,,קרקע,קרקע למגורים,הצפון החדש סביבת כיכר המדינה,6213,1490,11,False,"missing_rooms, non_residential_property_type",GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6058845150,"ז'בוטינסקי 88, תל אביב-יפו",2021-04-27,,1.0,,28309000.0,28309000.0,452.1,602.0,1.331563813315638,37695239.9911524,37695239.9911524,,קרקע,קרקע למגורים,הצפון החדש סביבת כיכר המדינה,6213,1490,13,False,"missing_rooms, non_residential_property_type",GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6058236350,"ליסין 23, תל אביב-יפו",2021-04-28,5.0,139.0,6.0,8000000.0,57553.95683453237,452.1,602.0,1.331563813315638,10652510.506525105,76636.76623399356,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6108,154,15,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
6057637400,"ה' באייר 30, תל אביב-יפו",2021-05-05,,38.0,1.0,800000.0,21052.63157894737,454.4,602.0,1.324823943661972,1059859.1549295776,27891.030392883622,,בנין,משרד,הצפון החדש סביבת כיכר המדינה,6213,1359,7,False,"missing_rooms, non_residential_deal_nature",GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52300326?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:07.812562+00:00
6060638650,"ז'בוטינסקי 80, תל אביב-יפו",2021-05-20,3.0,78.0,1.0,682000.0,8743.589743589744,454.4,602.0,1.324823943661972,903529.9295774649,11583.717045864934,,דירה,דירה בבית קומות,הצפון הישן-החלק הצפוני,6214,519,5,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6058948700,"ליסין 29, תל אביב-יפו",2021-05-25,4.0,93.0,1.0,5656200.0,60819.354838709674,454.4,602.0,1.324823943661972,7493469.190140846,80574.9375283962,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6108,151,2,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
6061179900,"ז'בוטינסקי 145, תל אביב-יפו",2021-05-26,,22.0,,362000.0,16454.545454545456,454.4,602.0,1.324823943661972,479586.2676056339,21799.375800256086,,בנין,משרד,הצפון החדש סביבת כיכר המדינה,6108,363,2,False,"missing_rooms, non_residential_deal_nature",GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6060418750,"פייבל 7, תל אביב-יפו",2021-06-08,4.0,104.0,2.0,4880000.0,46923.07692307692,459.9,602.0,1.3089802130898023,6387823.439878236,61421.37922959842,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6108,97,4,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52271030?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:04.779157+00:00
6059811200,"יהודה גור 8, תל אביב-יפו",2021-06-10,3.0,59.0,1.0,3500000.0,59322.03389830508,459.9,602.0,1.3089802130898023,4581430.745814308,77651.36857312385,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6108,466,3,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52301018?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:23.231486+00:00
6060760300,"ליסין 31, תל אביב -יפו",2021-06-13,4.0,80.0,,5480000.0,68500.0,459.9,602.0,1.3089802130898023,7173211.567732116,89665.14459665146,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6108,464,24,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
6061713600,"פייבל 13, תל אביב-יפו",2021-06-16,5.0,179.0,3.0,9500000.0,53072.625698324024,459.9,602.0,1.3089802130898023,12435312.024353122,69471.0168958275,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6108,94,7,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52271030?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:04.779157+00:00
6065997050,"ז'בוטינסקי 27, תל אביב-יפו",2021-06-18,2.0,1.0,2.0,3160000.0,3160000.0,459.9,602.0,1.3089802130898023,4136377.4733637753,4136377.4733637753,,דירה,דירה בבית קומות,הצפון הישן-החלק הצפוני,6956,108,6,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6061921100,"ז'בוטינסקי 40, תל אביב-יפו",2021-06-23,,55.0,2.0,225000.0,4090.909090909091,459.9,602.0,1.3089802130898023,294520.54794520553,5354.919053549192,,קרקע,קרקע למגורים,הצפון הישן-החלק הצפוני,6955,19,5,False,"missing_rooms, non_residential_property_type",GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6061157150,"קליי 18, תל אביב-יפו",2021-06-24,3.0,87.0,1.0,4655000.0,53505.747126436785,459.9,602.0,1.3089802130898023,6093302.8919330295,70037.9642750923,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6108,358,20,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/53067570?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:32.057364+00:00
6061666200,"קליי 20, תל אביב-יפו",2021-06-28,,61.0,5.0,3350000.0,54918.03278688525,459.9,602.0,1.3089802130898023,4385083.713850837,71886.61825984978,,קרקע,קרקע למגורים,הצפון החדש סביבת כיכר המדינה,6108,150,19,False,"missing_rooms, non_residential_property_type",GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/53067570?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:32.057364+00:00
6060723600,"ה' באייר 62, תל אביב-יפו",2021-06-29,5.0,115.0,3.0,4975000.0,43260.86956521739,459.9,602.0,1.3089802130898023,6512176.560121766,56627.6222619284,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6213,1409,17,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52300326?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:07.812562+00:00
6062152950,"קליי 12, תל אביב-יפו",2021-06-30,2.0,60.0,3.0,2600000.0,43333.333333333336,459.9,602.0,1.3089802130898023,3403348.5540334857,56722.47590055809,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6108,407,12,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/53067570?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:32.057364+00:00
6060893550,"קליי 9, תל אביב-יפו",2021-06-30,3.0,73.0,1.0,3830000.0,52465.75342465754,459.9,602.0,1.3089802130898023,5013394.216133943,68676.63309772525,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6108,135,2,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/53067570?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:32.057364+00:00
6063720050,"פייבל 12, תל אביב-יפו",2021-07-07,6.0,180.0,7.0,990000.0,5500.0,465.4,602.0,1.2935109583154276,1280575.8487322733,7114.310270734852,,דירה,דירת גג,הצפון החדש סביבת כיכר המדינה,6108,355,2,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52271030?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:04.779157+00:00
6063933350,"פייבל 12, תל אביב-יפו",2021-07-07,6.0,160.0,1.0,112000.0,700.0,465.4,602.0,1.2935109583154276,144873.2273313279,905.4576708207993,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6108,355,1,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52271030?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:04.779157+00:00
6061868300,"ה' באייר 62, תל אביב-יפו",2021-07-14,4.0,149.0,1.0,5000000.0,33557.04697986577,465.4,602.0,1.2935109583154276,6467554.791577138,43406.407997162,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6213,1409,13,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52300326?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:07.812562+00:00
6062625700,"ז'בוטינסקי 138, תל אביב-יפו",2021-07-27,3.0,66.0,1.0,3200000.0,48484.84848484849,465.4,602.0,1.2935109583154276,4139235.066609368,62715.68282741467,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6213,1153,17,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6063878900,"הציונות 7, תל אביב-יפו",2021-08-03,3.0,89.0,2.0,4700000.0,52808.988764044945,467.3,602.0,1.2882516584635137,6054782.794778515,68031.26735706197,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6213,1155,7,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52315768?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:18.795494+00:00
6064626800,"פייבל 4, תל אביב -יפו",2021-08-04,3.0,71.0,1.0,3750000.0,52816.90140845071,467.3,602.0,1.2882516584635137,4830943.719238177,68041.46083434053,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6108,114,5,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52271030?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:04.779157+00:00
6062526700,"ז'בוטינסקי 154, תל אביב-יפו",2021-08-04,3.0,86.0,1.0,4300000.0,50000.0,467.3,602.0,1.2882516584635137,5539482.131393109,64412.582923175694,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6108,431,4,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6065609650,"ה' באייר 44, תל אביב-יפו",2021-08-15,,75.0,,1400000.0,18666.666666666668,467.3,602.0,1.2882516584635137,1803552.3218489191,24047.36429131892,,בנין,מחסנים,הצפון החדש סביבת כיכר המדינה,6213,1354,2,False,missing_rooms,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52300326?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:07.812562+00:00
6065167900,"פייבל 12, תל אביב-יפו",2021-08-19,4.0,92.0,2.0,4312000.0,46869.565217391304,467.3,602.0,1.2882516584635137,5554941.151294671,60379.79512276816,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6108,355,28,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52271030?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:04.779157+00:00
6064525700,"ז'בוטינסקי 75, תל אביב-יפו",2021-08-19,,67.0,,1775000.0,26492.537313432837,467.3,602.0,1.2882516584635137,2286646.693772737,34129.05513093637,,בנין,משרד,הצפון הישן-החלק הצפוני,6214,483,3,False,"missing_rooms, non_residential_deal_nature",GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6065841500,"הא באייר 20, תל אביב -יפו",2021-08-23,4.0,260.0,5.0,8200000.0,31538.46153846154,467.3,602.0,1.2882516584635137,10563663.599400813,40629.47538231082,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6213,1342,24,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52300326?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:07.812562+00:00
6064366000,"ז'בוטינסקי 61, תל אביב-יפו",2021-08-25,3.0,75.0,1.0,4110000.0,54800.0,467.3,602.0,1.2882516584635137,5294714.316285041,70596.19088380055,,דירה,דירה בבית קומות,הצפון הישן-החלק הצפוני,6214,389,5,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6064810300,"ז'בוטינסקי 95, תל אביב-יפו",2021-08-26,4.0,87.0,1.0,2520000.0,28965.51724137931,467.3,602.0,1.2882516584635137,3246394.1793280547,37314.8756244604,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6213,1399,3,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
6065196450,"קליי 18, תל אביב-יפו",2021-08-29,4.0,103.0,5.0,5614000.0,54504.854368932036,467.3,602.0,1.2882516584635137,7232244.810614166,70215.96903508899,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6108,358,19,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/53067570?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:32.057364+00:00
6065173250,"פייבל 12, תל אביב-יפו",2021-09-01,2.0,50.0,8.0,2600000.0,52000.0,471.0,602.0,1.2781316348195328,3323142.2505307854,66462.84501061571,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6108,355,27,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52271030?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:04.779157+00:00
6066521350,"פייבל 12, תל אביב-יפו",2021-09-05,7.0,232.0,5.0,4690000.0,20215.51724137931,471.0,602.0,1.2781316348195328,5994437.367303609,25838.09210044659,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6108,355,25,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52271030?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:04.779157+00:00
6065330450,"ז'בוטינסקי 149, תל אביב-יפו",2021-09-05,4.0,103.0,2.0,4750000.0,46116.50485436893,471.0,602.0,1.2781316348195328,6071125.265392781,58942.963741677486,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6108,572,4,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
6067031200,"הלסינקי 19, תל אביב-יפו",2021-09-13,3.0,69.0,2.0,1000000.0,14492.753623188406,471.0,602.0,1.2781316348195328,1278131.6348195327,18523.646881442502,,דירה,דירה בבית קומות,הצפון החדש סביבת כיכר המדינה,6108,391,7,True,,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/6108-86?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:01.529718+00:00
